,Crop,Crop_Year,Season,State,Annual_Rainfall,Yield,Fertilizer_per_ha,Pesticide_per_ha
7633,tobacco,2001,whole year,himachal pradesh,918.1,1.05,102.13,0.26
7634,turmeric,2001,whole year,himachal pradesh,918.1,0.59625,102.13,0.26
7635,urad,2001,kharif,himachal pradesh,918.1,0.476363636,102.13000000000001,0.26
7636,wheat,2001,rabi,himachal pradesh,918.1,1.72,102.13000000000001,0.25999999999999995
7637,arhar/tur,2001,kharif,madhya pradesh,955.0,0.793555556,102.13,0.26
7638,bajra,2001,kharif,madhya pradesh,955.0,0.926764706,102.13,0.25999999999999995
7639,banana,2001,whole year,madhya pradesh,955.0,26.1695,102.13000000000001,0.26
7640,barley,2001,rabi,madhya pradesh,955.0,1.374146341,102.13,0.26
7641,castor seed,2001,kharif,madhya pradesh,955.0,0.364444444,102.13000000000001,0.26
7642,coriander,2001,whole year,madhya pradesh,955.0,0.345813953,102.13000000000001,0.26
7643,cotton(lint),2001,kharif,madhya pradesh,955.0,0.706315789,102.13,0.26
7644,dry chillies,2001,whole year,madhya pradesh,955.0,0.484666667,102.13000000000001,0.26
7645,garlic,2001,whole year,madhya pradesh,955.0,2.935777778,102.13,0.26
7646,ginger,2001,kharif,madhya pradesh,955.0,1.149487179,102.13,0.26
7647,gram,2001,rabi,madhya pradesh,955.0,0.886444444,102.12999998822514,0.26
7648,groundnut,2001,kharif,madhya pradesh,955.0,1.023333333,102.13000000000001,0.26
7649,jowar,2001,kharif,madhya pradesh,955.0,0.977555556,102.13,0.26
7650,jowar,2001,rabi,madhya pradesh,955.0,1.232142857,102.13,0.26
7651,linseed,2001,rabi,madhya pradesh,955.0,0.488409091,102.13,0.26
7652,maize,2001,kharif,madhya pradesh,955.0,1.943555556,102.13000000000001,0.26
7653,niger seed,2001,kharif,madhya pradesh,955.0,0.199230769,102.13000000000001,0.26
7654,onion,2001,whole year,madhya pradesh,955.0,13.41155556,102.13000000000001,0.26
7655,other  rabi pulses,2001,rabi,madhya pradesh,955.0,0.445777778,102.13,0.26
7656,other kharif pulses,2001,kharif,madhya pradesh,955.0,0.335111111,102.13000000000001,0.26
7657,potato,2001,whole year,madhya pradesh,955.0,13.38955556,102.13,0.26
7658,ragi,2001,kharif,madhya pradesh,955.0,0.257777778,102.13,0.26
7659,rapeseed &mustard,2001,rabi,madhya pradesh,955.0,0.607111111,102.13,0.26
7660,rice,2001,kharif,madhya pradesh,955.0,0.849333333,102.13,0.26
7661,safflower,2001,rabi,madhya pradesh,955.0,0.266111111,102.13000000000001,0.25999999999999995
7662,sannhamp,2001,whole year,madhya pradesh,955.0,1.862619048,102.13,0.26
7663,sesamum,2001,kharif,madhya pradesh,955.0,0.321136364,102.13000000000001,0.26
7664,small millets,2001,kharif,madhya pradesh,955.0,0.246052632,102.13,0.26
7665,soyabean,2001,kharif,madhya pradesh,955.0,0.862222222,102.1299999909826,0.26
7666,sugarcane,2001,whole year,madhya pradesh,955.0,30.92022222,102.13,0.26
7667,sunflower,2001,kharif,madhya pradesh,955.0,0.337368421,102.13,0.26
7668,sweet potato,2001,whole year,madhya pradesh,955.0,5.656818182,102.13,0.26
7669,tobacco,2001,whole year,madhya pradesh,955.0,0.498333333,102.13000000000001,0.26
7670,turmeric,2001,whole year,madhya pradesh,955.0,0.968571429,102.13000000000001,0.26
7671,wheat,2001,rabi,madhya pradesh,955.0,1.654888889,102.12999999729122,0.26
7672,arhar/tur,2001,kharif,maharashtra,1035.8,0.6271875,102.13,0.26
7673,bajra,2001,kharif,maharashtra,1035.8,0.515909091,102.13,0.26
7674,castor seed,2001,kharif,maharashtra,1035.8,0.346818182,102.13,0.26
7675,cotton(lint),2001,kharif,maharashtra,1035.8,0.897307692,102.13,0.26
7676,gram,2001,rabi,maharashtra,1035.8,0.583870968,102.13,0.26
7677,groundnut,2001,kharif,maharashtra,1035.8,0.733703704,102.13,0.26
7678,groundnut,2001,summer,maharashtra,1035.8,1.387096774,102.13,0.26
7679,jowar,2001,kharif,maharashtra,1035.8,1.109230769,102.13,0.26
7680,jowar,2001,rabi,maharashtra,1035.8,0.722142857,102.13,0.26
7681,linseed,2001,rabi,maharashtra,1035.8,0.338888889,102.13,0.26
7682,maize,2001,kharif,maharashtra,1035.8,1.910769231,102.13,0.26
7683,maize,2001,rabi,maharashtra,1035.8,1.887142857,102.13,0.26
7684,maize,2001,summer,maharashtra,1035.8,1.293529412,102.13,0.26
7685,moong(green gram),2001,kharif,maharashtra,1035.8,0.501515152,102.13,0.26
7686,niger seed,2001,kharif,maharashtra,1035.8,0.35952381,102.13,0.26
7687,other  rabi pulses,2001,rabi,maharashtra,1035.8,0.479615385,102.13,0.26
7688,other kharif pulses,2001,kharif,maharashtra,1035.8,0.249677419,102.13,0.26
7689,ragi,2001,kharif,maharashtra,1035.8,1.223333333,102.13,0.26
7690,rapeseed &mustard,2001,rabi,maharashtra,1035.8,0.304615385,102.13,0.26
7691,rice,2001,kharif,maharashtra,1035.8,1.261875,102.13,0.26
7692,rice,2001,summer,maharashtra,1035.8,2.192,102.13,0.26
7693,safflower,2001,rabi,maharashtra,1035.8,0.496315789,102.13,0.26
7694,sesamum,2001,kharif,maharashtra,1035.8,0.3446875,102.13,0.26
7695,sesamum,2001,rabi,maharashtra,1035.8,0.224166667,102.13,0.26
7696,small millets,2001,kharif,maharashtra,1035.8,0.679333333,102.13,0.26
7697,small millets,2001,rabi,maharashtra,1035.8,0.506315789,102.13,0.26
7698,soyabean,2001,kharif,maharashtra,1035.8,1.250357143,102.13,0.26
7699,sugarcane,2001,whole year,maharashtra,1035.8,69.57740741,102.13,0.26
7700,sunflower,2001,kharif,maharashtra,1035.8,0.419565217,102.13,0.26
7701,sunflower,2001,rabi,maharashtra,1035.8,0.644615385,102.13,0.26
7702,sunflower,2001,summer,maharashtra,1035.8,1.199444444,102.13,0.26
7703,urad,2001,kharif,maharashtra,1035.8,0.543636364,102.13,0.26
7704,wheat,2001,rabi,maharashtra,1035.8,1.313793103,102.13,0.26
7705,arhar/tur,2001,kharif,mizoram,2406.4,0.92,102.13000000000001,0.26
7706,cotton(lint),2001,kharif,mizoram,2406.4,2.625,102.13,0.26
7707,maize,2001,kharif,mizoram,2406.4,2.076666667,102.13,0.26
7708,maize,2001,rabi,mizoram,2406.4,1.6025,102.13000000000001,0.26
7709,masoor,2001,rabi,mizoram,2406.4,1.023333333,102.13000000000001,0.26
7710,moong(green gram),2001,kharif,mizoram,2406.4,0.69,102.13000000000001,0.26
7711,moong(green gram),2001,rabi,mizoram,2406.4,1.05,102.13000000000001,0.26
7712,peas & beans (pulses),2001,kharif,mizoram,2406.4,1.53,102.13,0.26
7713,peas & beans (pulses),2001,rabi,mizoram,2406.4,0.85,102.13,0.26
7714,potato,2001,whole year,mizoram,2406.4,4.8975,102.13,0.26
7715,rapeseed &mustard,2001,rabi,mizoram,2406.4,0.8475,102.13,0.26
7716,rice,2001,kharif,mizoram,2406.4,1.825,102.13000000000001,0.26
7717,sesamum,2001,kharif,mizoram,2406.4,0.5025,102.13,0.25999999999999995
7718,soyabean,2001,kharif,mizoram,2406.4,0.98,102.13,0.26
7719,sugarcane,2001,whole year,mizoram,2406.4,8.115,102.13,0.26
7720,tapioca,2001,whole year,mizoram,2406.4,5.7375,102.13,0.25999999999999995
7721,tobacco,2001,whole year,mizoram,2406.4,0.76,102.13,0.26
7722,urad,2001,kharif,mizoram,2406.4,1.02,102.13,0.26
7723,urad,2001,rabi,mizoram,2406.4,0.643333333,102.13,0.26
7724,arhar/tur,2001,kharif,nagaland,1532.0,0.7225,102.13,0.26
7725,bajra,2001,kharif,nagaland,1532.0,0.66,102.13,0.26
7726,barley,2001,rabi,nagaland,1532.0,2.00875,102.13,0.26
7727,cotton(lint),2001,kharif,nagaland,1532.0,0.99125,102.13,0.26
7728,gram,2001,rabi,nagaland,1532.0,1.0075,102.13,0.26
7729,groundnut,2001,kharif,nagaland,1532.0,1.13,102.13,0.26
7730,groundnut,2001,rabi,nagaland,1532.0,1.25,102.13000000000001,0.26
7731,jowar,2001,kharif,nagaland,1532.0,0.8025,102.13,0.26
7732,jute,2001,kharif,nagaland,1532.0,0.986666667,102.13,0.26
7733,linseed,2001,rabi,nagaland,1532.0,0.6475,102.13,0.26
7734,maize,2001,kharif,nagaland,1532.0,2.025,102.13,0.26
7735,moong(green gram),2001,kharif,nagaland,1532.0,0.745,102.13,0.26
7736,niger seed,2001,kharif,nagaland,1532.0,0.976,102.13,0.26
7737,peas & beans (pulses),2001,kharif,nagaland,1532.0,0.815,102.13,0.26
7738,peas & beans (pulses),2001,rabi,nagaland,1532.0,1.0,102.13,0.26
7739,potato,2001,whole year,nagaland,1532.0,12.14875,102.13,0.26
7740,rapeseed &mustard,2001,rabi,nagaland,1532.0,0.95125,102.13,0.26
7741,rice,2001,kharif,nagaland,1532.0,1.485,102.13,0.26
7742,rice,2001,rabi,nagaland,1532.0,1.76,102.13,0.26
7743,sesamum,2001,kharif,nagaland,1532.0,0.78,102.13,0.26
7744,sesamum,2001,rabi,nagaland,1532.0,0.836,102.13000000000001,0.26
7745,small millets,2001,kharif,nagaland,1532.0,0.685,102.13,0.26
7746,soyabean,2001,kharif,nagaland,1532.0,1.458571429,102.13,0.26
7747,sugarcane,2001,whole year,nagaland,1532.0,43.005,102.13,0.26
7748,sunflower,2001,kharif,nagaland,1532.0,1.17625,102.13,0.26
7749,sunflower,2001,rabi,nagaland,1532.0,1.17,102.13,0.26
7750,wheat,2001,rabi,nagaland,1532.0,2.04,102.13,0.26
7751,arhar/tur,2001,kharif,odisha,1672.5,0.696666667,102.13000000000001,0.26
7752,arhar/tur,2001,rabi,odisha,1672.5,0.616666667,102.13,0.26
7753,bajra,2001,kharif,odisha,1672.5,0.555,102.13,0.25999999999999995
7754,castor seed,2001,kharif,odisha,1672.5,0.520909091,102.13,0.25999999999999995
7755,castor seed,2001,rabi,odisha,1672.5,0.5328,102.13,0.25999999999999995
7756,coriander,2001,whole year,odisha,1672.5,0.449666667,102.13000000000001,0.26
7757,dry chillies,2001,whole year,odisha,1672.5,0.844666667,102.13000000000001,0.26
7758,garlic,2001,whole year,odisha,1672.5,3.164666667,102.13,0.26
7759,ginger,2001,kharif,odisha,1672.5,1.808666667,102.13,0.26
7760,gram,2001,rabi,odisha,1672.5,0.514642857,102.13000000000001,0.26
7761,groundnut,2001,kharif,odisha,1672.5,0.966666667,102.13,0.26
7762,horse-gram,2001,kharif,odisha,1672.5,0.315172414,102.13000000000001,0.26
7763,jowar,2001,kharif,odisha,1672.5,0.607894737,102.13000000000001,0.26
7764,jute,2001,kharif,odisha,1672.5,8.092222222,102.13,0.25999999999999995
7765,linseed,2001,rabi,odisha,1672.5,0.355333333,102.13,0.26
7766,maize,2001,kharif,odisha,1672.5,0.714615385,102.13,0.26
7767,masoor,2001,rabi,odisha,1672.5,0.364,102.13,0.26
7768,moong(green gram),2001,kharif,odisha,1672.5,0.235666667,102.13,0.26
7769,niger seed,2001,kharif,odisha,1672.5,0.283076923,102.13,0.26
7770,niger seed,2001,rabi,odisha,1672.5,0.365833333,102.13000000000001,0.26
7771,onion,2001,whole year,odisha,1672.5,8.714333333,102.13,0.26
7772,other  rabi pulses,2001,rabi,odisha,1672.5,0.62,102.13000000000001,0.26
7773,other kharif pulses,2001,kharif,odisha,1672.5,0.47125,102.13000000000001,0.26
7774,potato,2001,whole year,odisha,1672.5,9.565714286,102.13000000000001,0.26
7775,ragi,2001,kharif,odisha,1672.5,0.489166667,102.13,0.26
7776,rapeseed &mustard,2001,rabi,odisha,1672.5,0.139310345,102.13,0.26
7777,rice,2001,kharif,odisha,1672.5,1.583666667,102.13,0.26
7778,safflower,2001,rabi,odisha,1672.5,0.4905,102.13,0.26
7779,sesamum,2001,kharif,odisha,1672.5,0.225,102.13000000000001,0.26
7780,small millets,2001,kharif,odisha,1672.5,0.426875,102.13,0.26
7781,sugarcane,2001,whole year,odisha,1672.5,52.85172414,102.13,0.26
7782,sunflower,2001,kharif,odisha,1672.5,0.568,102.13000000000001,0.26
7783,sunflower,2001,rabi,odisha,1672.5,0.664814815,102.13,0.26
7784,sweet potato,2001,whole year,odisha,1672.5,8.193666667,102.13,0.25999999999999995
7785,tobacco,2001,whole year,odisha,1672.5,0.524,102.13000000000001,0.26
7786,turmeric,2001,whole year,odisha,1672.5,2.108,102.13000000000001,0.26
7787,urad,2001,kharif,odisha,1672.5,0.255333333,102.13,0.25999999999999995
7788,wheat,2001,rabi,odisha,1672.5,1.1288,102.13,0.26
7789,arhar/tur,2001,kharif,punjab,479.3,0.913333333,102.13,0.26
7790,barley,2001,rabi,punjab,479.3,3.26,102.13,0.26
7791,cotton(lint),2001,kharif,punjab,479.3,1.896363636,102.13,0.26
7792,gram,2001,rabi,punjab,479.3,0.92,102.13,0.26
7793,groundnut,2001,kharif,punjab,479.3,1.0,102.13,0.26
7794,linseed,2001,rabi,punjab,479.3,1.0,102.13,0.26
7795,maize,2001,kharif,punjab,479.3,2.7625,102.13,0.26
7796,masoor,2001,rabi,punjab,479.3,0.7675,102.13,0.26
7797,moong(green gram),2001,kharif,punjab,479.3,0.562307692,102.13,0.26
7798,moth,2001,kharif,punjab,479.3,1.0,102.13,0.26
7799,rapeseed &mustard,2001,rabi,punjab,479.3,1.262941176,102.13,0.26
7800,rice,2001,kharif,punjab,479.3,3.517058824,102.13,0.26
7801,sesamum,2001,kharif,punjab,479.3,0.509285714,102.13,0.26
7802,sugarcane,2001,whole year,punjab,479.3,67.87176471,102.13,0.26
7803,wheat,2001,rabi,punjab,479.3,4.487058824,102.13,0.26
7804,arhar/tur,2001,kharif,tamil nadu,481.3,0.623333333,102.13000000000001,0.26
7805,bajra,2001,kharif,tamil nadu,481.3,1.3948,102.13,0.26
7806,cotton(lint),2001,kharif,tamil nadu,481.3,1.450740741,102.13000000000001,0.26
7807,groundnut,2001,kharif,tamil nadu,481.3,1.857142857,102.13,0.26
7808,jowar,2001,kharif,tamil nadu,481.3,1.009583333,102.13,0.26
7809,moong(green gram),2001,kharif,tamil nadu,481.3,0.415925926,102.13,0.25999999999999995
7810,ragi,2001,kharif,tamil nadu,481.3,2.208076923,102.13,0.26
7811,rice,2001,kharif,tamil nadu,481.3,3.532857143,102.12999998058137,0.26
7812,sesamum,2001,kharif,tamil nadu,481.3,0.518148148,102.13000000000001,0.26
7814,sunflower,2001,kharif,tamil nadu,481.3,1.323,102.13000000000001,0.26
7815,urad,2001,kharif,tamil nadu,481.3,0.441481481,102.13,0.26
7816,arhar/tur,2001,kharif,uttar pradesh,849.9,1.03115942,102.13,0.26
7817,bajra,2001,kharif,uttar pradesh,849.9,1.143333333,102.13000000000001,0.26
7818,barley,2001,rabi,uttar pradesh,849.9,2.195362319,102.13000000000001,0.26
7819,cotton(lint),2001,kharif,uttar pradesh,849.9,1.3275,102.13,0.25999999999999995
7820,gram,2001,rabi,uttar pradesh,849.9,0.993623188,102.13000000000001,0.26
7821,groundnut,2001,kharif,uttar pradesh,849.9,0.894915254,102.13,0.26
7822,jowar,2001,kharif,uttar pradesh,849.9,0.949848485,102.13,0.26
7823,linseed,2001,rabi,uttar pradesh,849.9,0.3948,102.13000000000001,0.26
7824,maize,2001,kharif,uttar pradesh,849.9,1.500869565,102.13000000000001,0.26
7825,maize,2001,rabi,uttar pradesh,849.9,1.63516129,102.13,0.25999999999999995
7826,masoor,2001,rabi,uttar pradesh,849.9,0.820144928,102.13000000000001,0.26
7827,moong(green gram),2001,kharif,uttar pradesh,849.9,0.270909091,102.13,0.26
7828,moong(green gram),2001,rabi,uttar pradesh,849.9,0.503421053,102.13,0.26
7829,moth,2001,kharif,uttar pradesh,849.9,0.4608,102.13,0.26
7830,peas & beans (pulses),2001,rabi,uttar pradesh,849.9,1.230144928,102.13000000000001,0.26
7831,potato,2001,whole year,uttar pradesh,849.9,23.1684058,102.13,0.26
7832,rapeseed &mustard,2001,rabi,uttar pradesh,849.9,0.916956522,102.13000000000001,0.26
7833,rice,2001,kharif,uttar pradesh,849.9,2.016086957,102.1300000032957,0.26
7834,rice,2001,summer,uttar pradesh,849.9,2.097777778,102.13000000000001,0.26
7835,sesamum,2001,kharif,uttar pradesh,849.9,0.23641791,102.13,0.26
7836,small millets,2001,kharif,uttar pradesh,849.9,0.924375,102.13,0.26
7837,soyabean,2001,kharif,uttar pradesh,849.9,0.716666667,102.13000000000001,0.26
7838,sugarcane,2001,whole year,uttar pradesh,849.9,52.52608696,102.1300000049143,0.25999999999999995
7839,sunflower,2001,kharif,uttar pradesh,849.9,1.76375,102.13,0.26
7840,tobacco,2001,whole year,uttar pradesh,849.9,6.335925926,102.13000000000001,0.26
7841,turmeric,2001,whole year,uttar pradesh,849.9,1.837906977,102.13,0.26
7842,urad,2001,kharif,uttar pradesh,849.9,0.418985507,102.13000000000001,0.25999999999999995
7843,urad,2001,rabi,uttar pradesh,849.9,0.4678125,102.13,0.26
7844,wheat,2001,rabi,uttar pradesh,849.9,2.729565217,102.1299999989196,0.26
7845,arhar/tur,2001,kharif,uttarakhand,1541.3,0.62125,102.13000000000001,0.26
7846,bajra,2001,kharif,uttarakhand,1541.3,1.295,102.13000000000001,0.26
7847,barley,2001,rabi,uttarakhand,1541.3,1.215384615,102.13,0.26
7848,garlic,2001,whole year,uttarakhand,1541.3,5.50952381,102.13,0.26
7849,gram,2001,rabi,uttarakhand,1541.3,0.594166667,102.13,0.25999999999999995
7850,groundnut,2001,kharif,uttarakhand,1541.3,0.895,102.13,0.26
7851,horse-gram,2001,kharif,uttarakhand,1541.3,0.476666667,102.13000000000001,0.26
7852,linseed,2001,rabi,uttarakhand,1541.3,0.306666667,102.13000000000001,0.26
7853,maize,2001,kharif,uttarakhand,1541.3,1.185384615,102.13,0.25999999999999995
7854,maize,2001,rabi,uttarakhand,1541.3,1.1,102.13,0.26
7855,masoor,2001,rabi,uttarakhand,1541.3,0.506153846,102.13000000000001,0.26
7856,moong(green gram),2001,kharif,uttarakhand,1541.3,0.3425,102.13,0.26
7857,moong(green gram),2001,rabi,uttarakhand,1541.3,0.286666667,102.13,0.26
7858,moth,2001,kharif,uttarakhand,1541.3,0.34,102.13000000000001,0.26
7859,onion,2001,whole year,uttarakhand,1541.3,6.451538462,102.13,0.26
7860,other  rabi pulses,2001,rabi,uttarakhand,1541.3,0.3875,102.13,0.26
7861,other cereals,2001,kharif,uttarakhand,1541.3,0.283636364,102.13000000000001,0.26
7862,other cereals,2001,rabi,uttarakhand,1541.3,1.106666667,102.13,0.26
7863,other kharif pulses,2001,kharif,uttarakhand,1541.3,0.58,102.13,0.26
7864,peas & beans (pulses),2001,rabi,uttarakhand,1541.3,0.655833333,102.13,0.26
7865,potato,2001,kharif,uttarakhand,1541.3,19.90111111,102.13000000000001,0.26
7866,potato,2001,rabi,uttarakhand,1541.3,20.00692308,102.13,0.26
7867,ragi,2001,kharif,uttarakhand,1541.3,1.324545455,102.13,0.26
7868,rapeseed &mustard,2001,rabi,uttarakhand,1541.3,0.521538462,102.13000000000001,0.26
7869,rice,2001,kharif,uttarakhand,1541.3,1.608461538,102.13,0.26
7870,rice,2001,rabi,uttarakhand,1541.3,2.2625,102.13,0.26
7871,sesamum,2001,kharif,uttarakhand,1541.3,0.180769231,102.13000000000001,0.26
7872,small millets,2001,kharif,uttarakhand,1541.3,1.126363636,102.13,0.25999999999999995
7873,small millets,2001,rabi,uttarakhand,1541.3,1.0,102.13,0.26
7874,soyabean,2001,kharif,uttarakhand,1541.3,0.599166667,102.13,0.26
7875,sugarcane,2001,whole year,uttarakhand,1541.3,58.175,102.13000000000001,0.26
7876,sunflower,2001,kharif,uttarakhand,1541.3,0.666666667,102.13,0.26
7877,tobacco,2001,whole year,uttarakhand,1541.3,7.226666667,102.13,0.26
7878,turmeric,2001,whole year,uttarakhand,1541.3,1.922,102.13000000000001,0.26
7879,urad,2001,kharif,uttarakhand,1541.3,0.592307692,102.13000000000001,0.26
7880,urad,2001,rabi,uttarakhand,1541.3,0.123333333,102.13000000000001,0.26
7881,wheat,2001,rabi,uttarakhand,1541.3,1.616153846,102.13,0.26
7882,other oilseeds,2001,rabi,uttarakhand,1541.3,0.465555556,102.13,0.26
7883,arhar/tur,2002,kharif,bihar,1105.8,1.169189189,94.67,0.25
7884,bajra,2002,kharif,bihar,1105.8,1.009285714,94.67,0.25
7885,banana,2002,whole year,bihar,1105.8,22.17956522,94.67,0.25
7886,barley,2002,rabi,bihar,1105.8,1.154285714,94.67,0.25
7887,castor seed,2002,kharif,bihar,1105.8,0.992857143,94.67,0.25
7888,coriander,2002,whole year,bihar,1105.8,0.661333333,94.67,0.25
7889,dry chillies,2002,whole year,bihar,1105.8,0.682580645,94.67,0.25
7890,garlic,2002,whole year,bihar,1105.8,1.445625,94.67,0.25
7891,ginger,2002,whole year,bihar,1105.8,1.380666667,94.67,0.25
7892,gram,2002,rabi,bihar,1105.8,0.883636364,94.67,0.25
7893,groundnut,2002,kharif,bihar,1105.8,0.491428571,94.67,0.25
7894,horse-gram,2002,kharif,bihar,1105.8,0.790909091,94.67,0.25
7895,jowar,2002,kharif,bihar,1105.8,1.021,94.67,0.25
7896,jute,2002,kharif,bihar,1105.8,6.593076923,94.67,0.25
7897,khesari,2002,rabi,bihar,1105.8,0.722571429,94.66999999999999,0.25
7898,linseed,2002,rabi,bihar,1105.8,0.748,94.67,0.25
7899,maize,2002,autumn,bihar,1105.8,1.757567568,94.67,0.25
7900,maize,2002,rabi,bihar,1105.8,2.553513514,94.67,0.25
7901,maize,2002,summer,bihar,1105.8,2.609459459,94.67,0.25
7902,masoor,2002,rabi,bihar,1105.8,0.712432432,94.67,0.25
7903,mesta,2002,kharif,bihar,1105.8,5.776190476,94.67,0.25
7904,moong(green gram),2002,kharif,bihar,1105.8,0.471212121,94.67,0.25
7905,moong(green gram),2002,summer,bihar,1105.8,0.586,94.67,0.25
7906,onion,2002,whole year,bihar,1105.8,8.524054054,94.66999999999999,0.25
7907,other  rabi pulses,2002,rabi,bihar,1105.8,0.759,94.67,0.25
7908,other kharif pulses,2002,kharif,bihar,1105.8,0.575294118,94.66999999999999,0.25
7909,peas & beans (pulses),2002,rabi,bihar,1105.8,0.896285714,94.67,0.25
7910,potato,2002,whole year,bihar,1105.8,10.27135135,94.67,0.25
7911,ragi,2002,kharif,bihar,1105.8,0.736206897,94.67,0.25
7912,rapeseed &mustard,2002,rabi,bihar,1105.8,0.699189189,94.67,0.25
7913,rice,2002,autumn,bihar,1105.8,1.060714286,94.67,0.25
7914,rice,2002,summer,bihar,1105.8,1.625517241,94.67,0.25
7915,rice,2002,winter,bihar,1105.8,1.345945946,94.66999999652906,0.25
7916,safflower,2002,rabi,bihar,1105.8,0.82,94.67,0.25
7917,sannhamp,2002,whole year,bihar,1105.8,0.726666667,94.67,0.25
7918,sesamum,2002,kharif,bihar,1105.8,0.676296296,94.67,0.25
7919,small millets,2002,kharif,bihar,1105.8,0.764137931,94.67,0.25
7920,sugarcane,2002,whole year,bihar,1105.8,39.25787879,94.67,0.25
7921,sunflower,2002,kharif,bihar,1105.8,1.258148148,94.67,0.25
7922,sweet potato,2002,whole year,bihar,1105.8,12.524,94.67,0.25
7923,tobacco,2002,whole year,bihar,1105.8,1.124166667,94.67,0.25
7924,turmeric,2002,whole year,bihar,1105.8,0.993809524,94.67,0.25
7925,urad,2002,kharif,bihar,1105.8,0.751612903,94.67,0.25
7926,wheat,2002,rabi,bihar,1105.8,1.844054054,94.66999999530722,0.25
7927,arhar/tur,2002,kharif,chhattisgarh,1001.4,0.398125,94.66999999999999,0.25
7928,bajra,2002,kharif,chhattisgarh,1001.4,0.51,94.67,0.25
7929,bajra,2002,whole year,chhattisgarh,1001.4,37.202,94.67,0.25
7930,barley,2002,rabi,chhattisgarh,1001.4,0.606666667,94.67,0.25
7931,castor seed,2002,kharif,chhattisgarh,1001.4,0.23125,94.67,0.25
7932,coriander,2002,whole year,chhattisgarh,1001.4,0.244285714,94.66999999999999,0.25
7933,cotton(lint),2002,kharif,chhattisgarh,1001.4,1.276,94.66999999999999,0.25
7934,dry chillies,2002,whole year,chhattisgarh,1001.4,0.856875,94.67,0.25
7935,garlic,2002,whole year,chhattisgarh,1001.4,2.982142857,94.67,0.25
7936,ginger,2002,whole year,chhattisgarh,1001.4,1.057333333,94.67,0.25
7937,gram,2002,rabi,chhattisgarh,1001.4,0.62125,94.67,0.25
7938,groundnut,2002,kharif,chhattisgarh,1001.4,1.196875,94.67,0.25
7939,horse-gram,2002,kharif,chhattisgarh,1001.4,0.259375,94.67,0.25
7940,horse-gram,2002,rabi,chhattisgarh,1001.4,0.258333333,94.66999999999999,0.25
7941,jowar,2002,kharif,chhattisgarh,1001.4,0.936666667,94.67,0.25
7942,khesari,2002,rabi,chhattisgarh,1001.4,0.526666667,94.67,0.25
7943,linseed,2002,rabi,chhattisgarh,1001.4,0.2775,94.67,0.25
7944,maize,2002,kharif,chhattisgarh,1001.4,1.279375,94.67,0.25
7945,masoor,2002,rabi,chhattisgarh,1001.4,0.289333333,94.67,0.25
7946,mesta,2002,kharif,chhattisgarh,1001.4,1.867142857,94.67,0.25
7947,moong(green gram),2002,kharif,chhattisgarh,1001.4,0.21125,94.67,0.25
7948,moong(green gram),2002,rabi,chhattisgarh,1001.4,0.249333333,94.67,0.25
7949,niger seed,2002,kharif,chhattisgarh,1001.4,0.159230769,94.67,0.25
7950,onion,2002,whole year,chhattisgarh,1001.4,8.068,94.67,0.25
7951,other  rabi pulses,2002,rabi,chhattisgarh,1001.4,0.314285714,94.67,0.25
7952,other kharif pulses,2002,kharif,chhattisgarh,1001.4,0.32125,94.67,0.25
7953,peas & beans (pulses),2002,rabi,chhattisgarh,1001.4,0.30875,94.67,0.25
7954,potato,2002,whole year,chhattisgarh,1001.4,6.6325,94.67,0.25
7955,ragi,2002,kharif,chhattisgarh,1001.4,0.210909091,94.67,0.25
7956,rapeseed &mustard,2002,rabi,chhattisgarh,1001.4,0.289375,94.67000000000002,0.25
7957,rice,2002,kharif,chhattisgarh,1001.4,0.710625,94.67000000794141,0.25
7958,safflower,2002,rabi,chhattisgarh,1001.4,0.253636364,94.67,0.25
7959,sannhamp,2002,whole year,chhattisgarh,1001.4,0.2975,94.66999999999999,0.25
7960,sesamum,2002,kharif,chhattisgarh,1001.4,0.25375,94.67,0.25
7961,small millets,2002,kharif,chhattisgarh,1001.4,0.155625,94.67,0.25
7962,soyabean,2002,kharif,chhattisgarh,1001.4,0.598,94.67,0.25
7963,sugarcane,2002,whole year,chhattisgarh,1001.4,2.751333333,94.67,0.25
7964,sunflower,2002,kharif,chhattisgarh,1001.4,0.389230769,94.67,0.25
7965,sweet potato,2002,whole year,chhattisgarh,1001.4,5.37,94.67,0.25
7966,tobacco,2002,whole year,chhattisgarh,1001.4,0.52,94.67,0.25
7967,turmeric,2002,whole year,chhattisgarh,1001.4,1.030714286,94.67,0.25
7968,urad,2002,kharif,chhattisgarh,1001.4,0.259375,94.67,0.25
7969,urad,2002,rabi,chhattisgarh,1001.4,0.230833333,94.66999999999999,0.25
7970,wheat,2002,rabi,chhattisgarh,1001.4,1.185,94.67,0.25
7971,arhar/tur,2002,kharif,gujarat,458.4,0.627777778,94.67,0.25
7972,bajra,2002,kharif,gujarat,458.4,1.046470588,94.67,0.25
7973,bajra,2002,summer,gujarat,458.4,1.63,94.67,0.25
7974,castor seed,2002,kharif,gujarat,458.4,1.162941176,94.67,0.25
7975,cotton(lint),2002,kharif,gujarat,458.4,1.349411765,94.67,0.25
7976,dry chillies,2002,whole year,gujarat,458.4,0.831875,94.67,0.25
7977,garlic,2002,whole year,gujarat,458.4,5.413076923,94.67,0.25
7978,gram,2002,rabi,gujarat,458.4,0.520588235,94.67,0.25
